time_s_50hz,ecg_50hz,ppg_50hz,r_peak_sample_index,r_peak_time_s,rr_ms,detector_name,quality_flag
11.94,0.3310612908,0.5251324791,,,,,
11.96,0.4263791021,0.503747765,,,,,
11.98,0.4062279451,0.4942098111,,,,,
12,0.4527559142,0.4867561921,,,,,
12.02,0.4693506819,0.4797707624,,,,,
12.04,0.5477239903,0.4722952442,,,,,
12.06,0.6573250497,0.4634267623,,,,,
12.08,0.7421441354,0.4551914823,,,,,
12.1,0.751696413,0.4465873535,,,,,
12.12,0.6523714143,0.4350698368,,,,,
12.14,0.4947539626,0.4239287309,,,,,
12.16,0.3895355896,0.4177102402,,,,,
12.18,0.3408436078,0.4185531798,,,,,
12.2,0.3258326632,0.4200485036,,,,,
12.22,0.330767499,0.4171835286,,,,,
12.24,0.3474752279,0.4114761316,,,,,
12.26,0.3575032588,0.4057289211,,,,,
12.28,0.3520548512,0.4031237817,,,,,
12.3,0.3379057827,0.4027796735,,,,,
12.32,0.3336552142,0.4017411389,,,,,
12.34,0.3436916588,0.4018170496,,,,,
12.36,0.3605036675,0.4129847007,,,,,
12.38,0.3082121393,0.4391365122,,,,,
12.4,0.330514656,0.485464789,,,,,
12.42,0.3030989611,0.5335040156,,,,,
12.44,0.3471440361,0.5660127839,,,,,
12.46,0.226171557,0.5766370852,,,,,
12.48,0.630699951,0.5767535247,,,,,
12.5,1.479467375,0.5768705643,625,12.496,624,wfdb_xqrs,ok
12.52,0.4188265442,0.5716917237,,,,,
12.54,0.3075908799,0.5496663823,,,,,
12.56,0.2936230582,0.5179209369,,,,,
12.58,0.3129170723,0.4912302981,,,,,
12.6,0.3288593792,0.4723293639,,,,,
12.62,0.354951258,0.464634327,,,,,
12.64,0.3891080076,0.4592704327,,,,,
12.66,0.4674936758,0.4515804855,,,,,
12.68,0.5895740881,0.4418187855,,,,,
12.7,0.7211871882,0.4319785419,,,,,
12.72,0.7666707871,0.4228967857,,,,,
12.74,0.6882813645,0.4156384026,,,,,
12.76,0.524347144,0.4094749519,,,,,
12.78,0.3691470514,0.4051307072,,,,,
12.8,0.3024250344,0.4033491369,,,,,
12.82,0.2960503548,0.4026686373,,,,,
12.84,0.2933827317,0.4019517739,,,,,
12.86,0.308053861,0.3989618098,,,,,
12.88,0.3383022064,0.400580636,,,,,
12.9,0.3540499907,0.4052422814,,,,,
12.92,0.3400605664,0.4064788386,,,,,
12.94,0.3551452639,0.4026952309,,,,,
12.96,0.3345873282,0.396823057,,,,,
12.98,0.3584988881,0.3966080591,,,,,
13,0.3869648558,0.4059550607,,,,,
13.02,0.318871121,0.434837599,,,,,
13.04,0.3543941956,0.4870982566,,,,,
13.06,0.2984010841,0.5434741907,,,,,
13.08,0.3840337185,0.582866493,,,,,
13.1,0.2291153453,0.602991245,,,,,
13.12,0.8898946108,0.6078964635,,,,,
13.14,1.463639568,0.5998916545,657,13.136,640,wfdb_xqrs,ok
13.16,0.349816952,0.583134523,,,,,
13.18,0.3829327146,0.5605294584,,,,,
13.2,0.3147368976,0.5343064828,,,,,
13.22,0.3680581385,0.5128284591,,,,,
13.24,0.375605312,0.5022647861,,,,,
13.26,0.4420125699,0.5005225722,,,,,
13.28,0.4962715781,0.4994607918,,,,,
13.3,0.575797605,0.4994925704,,,,,
13.32,0.6870696902,0.4995358425,,,,,
13.34,0.7937405627,0.4994054346,,,,,
13.36,0.8030800801,0.4997024264,,,,,
13.38,0.7220364505,0.4963064116,,,,,
13.4,0.5692493065,0.4864886794,,,,,
13.42,0.4336888577,0.4761050286,,,,,
13.44,0.3677702713,0.4672860878,,,,,
13.46,0.3584682754,0.457001727,,,,,
13.48,0.3657162883,0.4524309313,,,,,
13.5,0.3891768879,0.4500779439,,,,,
13.52,0.4160155296,0.4433763031,,,,,
13.54,0.4342963075,0.4328024634,,,,,
13.56,0.4318449948,0.4233522368,,,,,
13.58,0.4103399092,0.4182491376,,,,,
13.6,0.3963208155,0.4121409103,,,,,
13.62,0.4077150138,0.4082823528,,,,,
13.64,0.4342988101,0.4158104222,,,,,
13.66,0.3763015041,0.4375624443,,,,,
13.68,0.402808511,0.4730008619,,,,,
13.7,0.3716671119,0.5117670379,,,,,
13.72,0.4049276375,0.538782399,,,,,
13.74,0.300792528,0.551565154,,,,,
13.76,0.5895644502,0.550834745,,,,,
13.78,1.474896655,0.5410136285,689,13.784,648,wfdb_xqrs,ok
13.8,0.5499170055,0.5194220584,,,,,
13.82,0.383906489,0.4876552751,,,,,
13.84,0.3375252675,0.4554053197,,,,,
13.86,0.3534808235,0.4315989115,,,,,
13.88,0.3805668017,0.420436368,,,,,
13.9,0.4047097477,0.413801825,,,,,
13.92,0.442324654,0.409350452,,,,,
13.94,0.4940378209,0.4085342635,,,,,
13.96,0.5914729818,0.4078264442,,,,,
13.98,0.7109272641,0.4044521135,,,,,
14,0.7697793074,0.4001613121,,,,,
14.02,0.728036439,0.3954810187,,,,,
14.04,0.5784284415,0.3891941941,,,,,
14.06,0.4260106756,0.3837248786,,,,,
14.08,0.3467679397,0.3837622724,,,,,
14.1,0.311767719,0.385125748,,,,,
14.12,0.3119944636,0.3863109588,,,,,
14.14,0.3310825501,0.3874821575,,,,,
14.16,0.3503905626,0.3883898176,,,,,
14.18,0.357793443,0.3898432867,,,,,
14.2,0.3666785008,0.3896671897,,,,,
14.22,0.3571837186,0.3849831113,,,,,
14.24,0.3542887046,0.3852170482,,,,,
14.26,0.3709089782,0.3957889534,,,,,
14.28,0.4037668401,0.4242787343,,,,,
14.3,0.3302031319,0.476337852,,,,,
14.32,0.3345360712,0.5335915038,,,,,
14.34,0.3291572938,0.5768732499,,,,,
14.36,0.3369950279,0.5983116702,,,,,
14.38,0.2872767044,0.6032620602,,,,,
14.4,0.438187358,0.6042328448,,,,,
14.42,1.449877857,0.5982905351,721,14.424,640,wfdb_xqrs,ok
14.44,0.6015268264,0.5854138678,,,,,
14.46,0.3374260239,0.5672510015,,,,,
14.48,0.3372548357,0.5425965376,,,,,
14.5,0.3478272622,0.5126611101,,,,,
14.52,0.3790281598,0.492098634,,,,,
14.54,0.3666758025,0.4862705499,,,,,
14.56,0.4204780544,0.4811903975,,,,,
14.58,0.4691105712,0.4712289094,,,,,
14.6,0.5695780024,0.4596275464,,,,,
14.62,0.6789840544,0.4508408263,,,,,
14.64,0.7320469132,0.442033572,,,,,
14.66,0.699618074,0.4309504045,,,,,
14.68,0.5849486812,0.4223877744,,,,,
14.7,0.457025241,0.418632965,,,,,
14.72,0.3678117955,0.4167217944,,,,,
14.74,0.3317286491,0.4161841706,,,,,
14.76,0.3351764069,0.4167287291,,,,,
14.78,0.3472292854,0.4164063999,,,,,
14.8,0.3577347212,0.4146911728,,,,,
14.82,0.3644362308,0.4134337125,,,,,
14.84,0.3788072582,0.4133419967,,,,,
14.86,0.3687747779,0.4103703364,,,,,
14.88,0.3563069728,0.4094400769,,,,,
14.9,0.3894924362,0.4227120665,,,,,
14.92,0.4026548329,0.4519993489,,,,,
14.94,0.3396324854,0.5012827264,,,,,
14.96,0.3655584812,0.548044066,,,,,
14.98,0.3347636996,0.5783095353,,,,,
15,0.3732216498,0.5983658443,,,,,
15.02,0.2570709008,0.6091256492,,,,,
15.04,0.6060088313,0.6099771004,,,,,
15.06,1.455840339,0.6012899949,753,15.056,632,wfdb_xqrs,ok
15.08,0.4837869507,0.5868299364,,,,,
15.1,0.3705107535,0.5658250646,,,,,
15.12,0.3270880274,0.5405868608,,,,,
15.14,0.35210296,0.5180159294,,,,,
15.16,0.377817689,0.505449872,,,,,
15.18,0.4050257949,0.5027939878,,,,,
15.2,0.4342216872,0.4958692288,,,,,
15.22,0.4831711018,0.4847803517,,,,,
15.24,0.5859149366,0.4733649402,,,,,
15.26,0.6976005789,0.4637390851,,,,,
15.28,0.7487931025,0.4563212658,,,,,
15.3,0.7164898906,0.4467117107,,,,,
15.32,0.6161295673,0.4362805857,,,,,
15.34,0.5085153585,0.4273042531,,,,,
15.36,0.4383774473,0.4234020647,,,,,
15.38,0.4037716392,0.4232539168,,,,,
15.4,0.4117131613,0.4242964298,,,,,
15.42,0.4222732581,0.4235995875,,,,,
15.44,0.4231614574,0.4214310548,,,,,
15.46,0.4139340426,0.4216613611,,,,,
15.48,0.3964159186,0.4241155481,,,,,
15.5,0.3848596953,0.4218675385,,,,,
15.52,0.3736064223,0.4203866157,,,,,
15.54,0.3893495032,0.4266737981,,,,,
15.56,0.4047982444,0.4451065216,,,,,
15.58,0.3415972843,0.4815276216,,,,,
15.6,0.3841977917,0.5289285307,,,,,
15.62,0.3163112114,0.566138788,,,,,
15.64,0.394333452,0.5859293447,,,,,
15.66,0.2168805172,0.5923307575,,,,,
15.68,0.8499398315,0.5924362764,,,,,
15.7,1.387245288,0.586890511,785,15.696,640,wfdb_xqrs,ok
15.72,0.3019997878,0.5715729534,,,,,
15.74,0.3629365956,0.5456080107,,,,,
15.76,0.2770163229,0.5172234223,,,,,
15.78,0.337456232,0.4963515455,,,,,
15.8,0.3192326138,0.4807543454,,,,,
15.82,0.3736332445,0.4724952395,,,,,
15.84,0.4004943867,0.4675867599,,,,,
15.86,0.474182607,0.4604289145,,,,,
15.88,0.5745661115,0.45257207,,,,,
15.9,0.6845189458,0.4425207095,,,,,
15.92,0.7168833577,0.4323327005,,,,,
15.94,0.6487819001,0.4249284864,,,,,
15.96,0.5121927665,0.4220384234,,,,,
15.98,0.3788098488,0.4192984125,,,,,
16,0.3107133727,0.4134988145,,,,,
16.02,0.2992187417,0.4117046959,,,,,
16.04,0.30078067,0.4122114621,,,,,
16.06,0.3152462676,0.4101207733,,,,,
16.08,0.3333183615,0.4068232828,,,,,
16.1,0.3448289704,0.4044567867,,,,,
16.12,0.3421684305,0.4010463679,,,,,
16.14,0.3232141989,0.3952085646,,,,,
16.16,0.3252861077,0.3900660453,,,,,
16.18,0.3372352445,0.3900739097,,,,,
16.2,0.3138376409,0.405289088,,,,,
16.22,0.2561392048,0.43521944,,,,,
16.24,0.29601573,0.4782678363,,,,,
16.26,0.2263362356,0.5170351917,,,,,
16.28,0.3294561079,0.5445187096,,,,,
16.3,0.2068119864,0.5599677143,,,,,
16.32,1.337870173,0.5634453364,816,16.328,632,wfdb_xqrs,ok
16.34,1.059958668,0.5598039243,,,,,
16.36,0.2161768676,0.545247846,,,,,
16.38,0.3843858959,0.5192038288,,,,,
16.4,0.2891681631,0.4896857107,,,,,
16.42,0.3862048665,0.4698438188,,,,,
16.44,0.351424971,0.4625837787,,,,,
16.46,0.4239519294,0.4581529963,,,,,
16.48,0.4573454105,0.4514640235,,,,,
16.5,0.5514314797,0.4412730691,,,,,
16.52,0.6792765548,0.4314692734,,,,,
16.54,0.7763093803,0.4248208814,,,,,
16.56,0.7845350025,0.4191759538,,,,,
16.58,0.6917784567,0.4145519511,,,,,
16.6,0.5292617849,0.4088594693,,,,,
16.62,0.4094571211,0.4028271439,,,,,
16.64,0.350662067,0.3992606392,,,,,
16.66,0.3402543788,0.3978044918,,,,,
16.68,0.3513898663,0.3958064861,,,,,
16.7,0.3753531505,0.3908151602,,,,,
16.72,0.4039738106,0.3883353634,,,,,
16.74,0.4105177184,0.3864226424,,,,,
16.76,0.3992830959,0.3826351153,,,,,
16.78,0.3816788155,0.3767869755,,,,,
16.8,0.3837737343,0.3702213408,,,,,
16.82,0.4165764299,0.371471677,,,,,
16.84,0.4074843794,0.3946151661,,,,,
16.86,0.3464435747,0.4314742389,,,,,
16.88,0.4031920391,0.4737642866,,,,,
16.9,0.3216653755,0.514702656,,,,,
16.92,0.4161382903,0.5450097044,,,,,
16.94,0.2254661514,0.5636390047,,,,,
16.96,1.192253217,0.5646714845,848,16.968,640,wfdb_xqrs,ok
16.98,1.179486274,0.5539603904,,,,,
17,0.3297140978,0.5374479401,,,,,
17.02,0.4273769992,0.5147998795,,,,,
17.04,0.3141250761,0.4955850139,,,,,
17.06,0.4073082107,0.4828760429,,,,,
17.08,0.3798420121,0.475694328,,,,,
17.1,0.4367515662,0.4709071215,,,,,
17.12,0.4564883253,0.465290958,,,,,
17.14,0.5317419594,0.4596071527,,,,,
17.16,0.6478032233,0.4541393334,,,,,
17.18,0.7295597691,0.4491050501,,,,,
17.2,0.7425573328,0.4465526841,,,,,
17.22,0.6630962012,0.4418078934,,,,,
17.24,0.535380552,0.4369276046,,,,,
17.26,0.4288286265,0.432402421,,,,,
17.28,0.3813460457,0.4291249663,,,,,
17.3,0.3622036708,0.4278648657,,,,,
17.32,0.3810159042,0.4285203843,,,,,
17.34,0.3944398445,0.4289316992,,,,,
17.36,0.4020885358,0.4281286836,,,,,
17.38,0.4027151059,0.4280469867,,,,,
17.4,0.3985122448,0.4279684642,,,,,
17.42,0.3836681456,0.4246955972,,,,,
17.44,0.3884537045,0.4253031336,,,,,
17.46,0.423769352,0.4351419582,,,,,
17.48,0.4017565995,0.4622914174,,,,,
17.5,0.342941064,0.5078860857,,,,,
17.52,0.4122264095,0.5518911143,,,,,
17.54,0.3349425781,0.5802699366,,,,,
17.56,0.4247491529,0.5935563973,,,,,
17.58,0.2718901523,0.5960340587,,,,,
17.6,1.316205268,0.5955349292,880,17.608,640,wfdb_xqrs,ok
17.62,1.105106153,0.5878296684,,,,,
17.64,0.3322415596,0.5706228764,,,,,
17.66,0.4756118489,0.5476863215,,,,,
17.68,0.3590861988,0.5254458764,,,,,
17.7,0.4531827329,0.5102512203,,,,,
17.72,0.4163205682,0.5003512395,,,,,
17.74,0.4681545476,0.4906642036,,,,,
17.76,0.4835836177,0.4829372358,,,,,
17.78,0.5488712194,0.4741001619,,,,,
17.8,0.6441135513,0.464952412,,,,,
17.82,0.7254290836,0.4564501002,,,,,
17.84,0.7358231246,0.448572917,,,,,
17.86,0.6567097503,0.4434120721,,,,,
17.88,0.5119684876,0.4399689368,,,,,
17.9,0.4121479422,0.4368303822,,,,,
17.92,0.3597415788,0.43286067,,,,,
17.94,0.3566390055,0.4310976673,,,,,
17.96,0.3541570398,0.431045776,,,,,
17.98,0.3680567603,0.4309561961,,,,,
18,0.3799142988,0.4297906441,,,,,
18.02,0.365928442,0.4276761354,,,,,
18.04,0.3597642312,0.4231524741,,,,,
18.06,0.3445486468,0.4194195164,,,,,
18.08,0.341904553,0.4152308416,,,,,
18.1,0.368238061,0.418018262,,,,,
18.12,0.3202761463,0.4425907403,,,,,
18.14,0.325655851,0.4872103842,,,,,
18.16,0.318409476,0.5293728869,,,,,
18.18,0.3318564318,0.5603168388,,,,,
18.2,0.2646437182,0.5770127252,,,,,
18.22,0.5354568164,0.5801126815,,,,,
18.24,1.559716332,0.5805901864,912,18.24,632,wfdb_xqrs,ok
18.26,0.5369395108,0.5758308449,,,,,
18.28,0.2873835077,0.5633052986,,,,,
18.3,0.3289138386,0.537265675,,,,,
18.32,0.3106870874,0.5062055763,,,,,
18.34,0.3448812048,0.4846537991,,,,,
18.36,0.3662846718,0.4783271819,,,,,
18.38,0.4034796746,0.4766265797,,,,,
18.4,0.4620604923,0.4694677013,,,,,
18.42,0.5909047738,0.4591009356,,,,,
18.44,0.7007543524,0.4495707272,,,,,
18.46,0.7562914422,0.4436161499,,,,,
18.48,0.7167274224,0.4389969928,,,,,
18.5,0.5742234521,0.4337818451,,,,,
18.52,0.4129778176,0.4282417505,,,,,
18.54,0.3065641195,0.4228152334,,,,,
18.56,0.2712473363,0.419063598,,,,,
18.58,0.2729679363,0.4174724752,,,,,
18.6,0.2888433765,0.4153343437,,,,,
18.62,0.3115133064,0.4135602873,,,,,
18.64,0.3242443251,0.4144058252,,,,,
18.66,0.3360499946,0.4144098224,,,,,
18.68,0.3370666464,0.4122610203,,,,,
18.7,0.3422606904,0.4079805251,,,,,
18.72,0.3625484026,0.4048589658,,,,,
18.74,0.3722080992,0.4107133988,,,,,
18.76,0.322507643,0.4288070381,,,,,
18.78,0.346604509,0.4649160731,,,,,
18.8,0.2870919727,0.5106250113,,,,,
18.82,0.3651058771,0.5476494483,,,,,
18.84,0.2297541059,0.5705878737,,,,,
18.86,0.6794305597,0.5783829302,,,,,
18.88,1.451538297,0.5769968588,944,18.88,640,wfdb_xqrs,ok
18.9,0.430787016,0.5627342802,,,,,
18.92,0.3774411064,0.5379114296,,,,,
18.94,0.3268198701,0.5118515949,,,,,
18.96,0.3785730664,0.4939009898,,,,,
18.98,0.3637901267,0.4805900021,,,,,
19,0.3973177263,0.4658386233,,,,,
19.02,0.4350858592,0.4591279309,,,,,
19.04,0.5012999277,0.4487156332,,,,,
19.06,0.6243780293,0.4368896436,,,,,
19.08,0.7278910386,0.4291066135,,,,,
19.1,0.7538998774,0.4217442315,,,,,
19.12,0.6963586633,0.4159647538,,,,,
19.14,0.5726358353,0.4106310235,,,,,
19.16,0.455530384,0.4056583998,,,,,
19.18,0.367464087,0.3995004224,,,,,
19.2,0.3449351515,0.3930210203,,,,,
19.22,0.3552267518,0.3893618593,,,,,
19.24,0.3666230434,0.3889454091,,,,,
19.26,0.380667304,0.3889001256,,,,,
19.28,0.3852201443,0.3876936235,,,,,
19.3,0.3922801553,0.3869421878,,,,,
19.32,0.3895954656,0.3875883596,,,,,
19.34,0.3817902833,0.3898757212,,,,,
19.36,0.3957559291,0.396616702,,,,,
19.38,0.4204279123,0.4205672885,,,,,
19.4,0.3564248685,0.4714114388,,,,,
19.42,0.399275947,0.5329081325,,,,,
19.44,0.347755498,0.5868792597,,,,,
19.46,0.3955737052,0.6133142201,,,,,
19.48,0.2485710572,0.6211096407,,,,,
19.5,0.6627733125,0.6190310405,,,,,
19.52,1.455989918,0.6084508104,976,19.52,640,wfdb_xqrs,ok
19.54,0.4797470022,0.5952860839,,,,,
19.56,0.3888205036,0.5741357892,,,,,
19.58,0.3341325778,0.5419236738,,,,,
19.6,0.3766855218,0.5140676333,,,,,
19.62,0.3789108136,0.5023219446,,,,,
19.64,0.4093220469,0.4949928351,,,,,
19.66,0.447440675,0.4841723238,,,,,
19.68,0.5008515978,0.4741086626,,,,,
19.7,0.6007652586,0.4641929841,,,,,
19.72,0.7036024085,0.4523173378,,,,,
19.74,0.7366942005,0.440539218,,,,,
19.76,0.695496729,0.432955675,,,,,
19.78,0.5802875099,0.4271846789,,,,,
19.8,0.4665720066,0.4206413034,,,,,
19.82,0.3916018115,0.4143109787,,,,,
19.84,0.3737057563,0.410901552,,,,,
19.86,0.3891596642,0.4115527181,,,,,
19.88,0.4079156585,0.409281321,,,,,
19.9,0.4337698196,0.40712033,,,,,
19.92,0.4519512293,0.4087295929,,,,,
19.94,0.4540004243,0.4069744566,,,,,
19.96,0.4499115352,0.4026652309,,,,,
19.98,0.4295752986,0.4020007731,,,,,
20,0.4380644249,0.4087711674,,,,,
20.02,0.440094075,0.4346411684,,,,,
20.04,0.3696821998,0.4837753667,,,,,
20.06,0.3956187173,0.5351596389,,,,,
20.08,0.3458201963,0.5895115465,,,,,
20.1,0.4046397222,0.6253294982,,,,,
20.12,0.2506861475,0.635205335,,,,,
20.14,0.7126092738,0.6291159302,,,,,
20.16,1.432705461,0.616101293,1008,20.16,640,wfdb_xqrs,ok
20.18,0.4100422306,0.602594453,,,,,
20.2,0.3691618775,0.5787010134,,,,,
20.22,0.3058230167,0.5409469358,,,,,
20.24,0.3446208759,0.5107273266,,,,,
20.26,0.3438161839,0.4952591738,,,,,
20.28,0.3764638482,0.4849075384,,,,,
20.3,0.408209989,0.4717932843,,,,,
20.32,0.4712602802,0.4602486251,,,,,
20.34,0.5726188687,0.4464543856,,,,,
20.36,0.6811616059,0.435009381,,,,,
20.38,0.7214311483,0.4280989225,,,,,
20.4,0.6706129897,0.4232716608,,,,,
20.42,0.5406976259,0.418294444,,,,,
20.44,0.3988501988,0.4156092823,,,,,
20.46,0.3242920299,0.4150474655,,,,,
20.48,0.3072426129,0.4131928058,,,,,
20.5,0.32082694,0.4091332217,,,,,
20.52,0.3330189294,0.409617239,,,,,
20.54,0.3479632187,0.4085983532,,,,,
20.56,0.3573181367,0.4065082846,,,,,
20.58,0.3493353457,0.4032204239,,,,,
20.6,0.3370105889,0.3994198973,,,,,
20.62,0.338438549,0.3954660423,,,,,
20.64,0.3530595362,0.3968866471,,,,,
20.66,0.3557808774,0.4094216324,,,,,
20.68,0.2980239556,0.4442642753,,,,,
20.7,0.3701230619,0.4991032996,,,,,
20.72,0.2887000965,0.549779218,,,,,
20.74,0.3902675987,0.5875558667,,,,,
20.76,0.2023018307,0.6006190182,,,,,
20.78,1.177246806,0.6022931498,,,,,
20.8,1.141958082,0.5994852488,1040,20.792,632,wfdb_xqrs,ok
20.82,0.1913978222,0.5816754179,,,,,
20.84,0.3611568841,0.5458891059,,,,,
20.86,0.2344714986,0.5115759951,,,,,
20.88,0.3541227537,0.4868643306,,,,,
20.9,0.340469326,0.4708896344,,,,,
20.92,0.4027571018,0.4617675759,,,,,
20.94,0.450171967,0.4542606084,,,,,
20.96,0.5307811487,0.4487659842,,,,,
20.98,0.659358701,0.4415496001,,,,,
21,0.7635343529,0.4320567577,,,,,
21.02,0.7603819509,0.4261808132,,,,,
21.04,0.6633184655,0.4160651187,,,,,
21.06,0.507262581,0.4072171505,,,,,
21.08,0.3822082553,0.4012317345,,,,,
21.1,0.3304378806,0.3969201473,,,,,
21.12,0.3180456714,0.393461598,,,,,
21.14,0.324687984,0.3893660731,,,,,
21.16,0.3469874837,0.389116919,,,,,
21.18,0.376495889,0.3875079326,,,,,
21.2,0.3905271403,0.3847984277,,,,,
21.22,0.3912897967,0.3819464246,,,,,
21.24,0.364945603,0.3763339184,,,,,
21.26,0.362012291,0.3712866419,,,,,
21.28,0.3889273308,0.3698774914,,,,,
21.3,0.4144102356,0.3853536865,,,,,
21.32,0.3358054516,0.4274227677,,,,,
21.34,0.3797451519,0.4797866491,,,,,
21.36,0.3300577953,0.5218969156,,,,,
21.38,0.4163149994,0.5499921563,,,,,
21.4,0.2270080488,0.5610403119,,,,,
21.42,0.8856880248,0.5606396493,,,,,
21.44,1.388822531,0.5531000145,1072,21.432,640,wfdb_xqrs,ok
21.46,0.4134240247,0.5373499029,,,,,
21.48,0.41926614,0.5103158638,,,,,
21.5,0.3231221441,0.4835782708,,,,,
21.52,0.3869711719,0.4671959084,,,,,
21.54,0.3838772984,0.4607599698,,,,,
21.56,0.4314541135,0.4572417534,,,,,
21.58,0.4533006787,0.4482125925,,,,,
21.6,0.5172264054,0.4371945982,,,,,
21.62,0.6263910187,0.4261805812,,,,,
21.64,0.7183517476,0.419114293,,,,,
21.66,0.7448108796,0.4153738612,,,,,
21.68,0.6954773283,0.4086954567,,,,,
21.7,0.5790078388,0.405533765,,,,,
21.72,0.4598275544,0.405513613,,,,,
21.74,0.397403664,0.4032520412,,,,,
21.76,0.3826284767,0.4019189523,,,,,
21.78,0.3745342446,0.4033209668,,,,,
21.8,0.3818491236,0.4093386574,,,,,
21.82,0.3927372639,0.4089826377,,,,,
21.84,0.4095866932,0.4046715848,,,,,
21.86,0.3990486515,0.405142111,,,,,
21.88,0.4017414397,0.4047318001,,,,,
21.9,0.4052988551,0.3997534864,,,,,
21.92,0.4205725632,0.4060761745,,,,,
21.94,0.431568302,0.4365378472,,,,,
21.96,0.3519584338,0.4884139358,,,,,
21.98,0.400034299,0.5500809269,,,,,
22,0.3401863728,0.5973511508,,,,,
22.02,0.4125346302,0.6237913871,,,,,
22.04,0.2444795406,0.6316146212,,,,,
22.06,0.8717367839,0.6279638574,,,,,
22.08,1.373678377,0.6163341856,1104,22.072,640,wfdb_xqrs,ok
22.1,0.3972749213,0.6006356099,,,,,
22.12,0.4560605979,0.5747043046,,,,,
22.14,0.370264853,0.5397745758,,,,,
22.16,0.4630890756,0.510167278,,,,,
22.18,0.4547626314,0.4938503508,,,,,
22.2,0.4884877841,0.4911337978,,,,,
22.22,0.5009470884,0.4873648078,,,,,
22.24,0.5511200232,0.4760729171,,,,,
22.26,0.6395068547,0.4647572199,,,,,
22.28,0.7354246784,0.4535452535,,,,,
22.3,0.7555194227,0.4404473521,,,,,
22.32,0.6980426606,0.4267826974,,,,,
22.34,0.5662643236,0.4191524281,,,,,
22.36,0.4458408083,0.419352965,,,,,
22.38,0.3708882044,0.4154380344,,,,,
22.4,0.3576487226,0.4106788175,,,,,
22.42,0.3706669118,0.4075871005,,,,,
22.44,0.3873938879,0.4059373908,,,,,
22.46,0.3899570081,0.4050335065,,,,,
22.48,0.3815088145,0.4005164845,,,,,
22.5,0.3778797548,0.3938203579,,,,,
22.52,0.3429108646,0.3871286077,,,,,
22.54,0.3454870541,0.3809821525,,,,,
22.56,0.3623927348,0.3832312125,,,,,
22.58,0.3649920676,0.4024093594,,,,,
22.6,0.309543371,0.4451406438,,,,,
22.62,0.3668853613,0.501841398,,,,,
22.64,0.2809208722,0.5531770379,,,,,
22.66,0.3816618952,0.5847297972,,,,,
22.68,0.1887654196,0.5977302724,,,,,
22.7,1.174826663,0.5980427658,,,,,
22.72,1.119698382,0.5897818644,1136,22.712,640,wfdb_xqrs,ok
22.74,0.2035763046,0.5747380384,,,,,
22.76,0.376969127,0.5496298994,,,,,
22.78,0.2742377873,0.5165784761,,,,,
22.8,0.3685793891,0.4907157449,,,,,
22.82,0.3346176874,0.4752235365,,,,,
22.84,0.3798567937,0.4677762159,,,,,
22.86,0.415720766,0.4611721329,,,,,
22.88,0.5025130628,0.4522618891,,,,,
22.9,0.6215614344,0.4417385323,,,,,
22.92,0.7245179533,0.4296721661,,,,,
22.94,0.7239369316,0.419685559,,,,,
22.96,0.6320504588,0.4142663645,,,,,
22.98,0.4701241775,0.4079336981,,,,,
23,0.3415253246,0.400784612,,,,,
23.02,0.2817170451,0.3950383161,,,,,
23.04,0.2707477371,0.3937173353,,,,,
23.06,0.2765151124,0.3931800719,,,,,
23.08,0.293912199,0.3944459919,,,,,
23.1,0.3208133254,0.3969481657,,,,,
23.12,0.3297914558,0.3943182129,,,,,
23.14,0.3235830755,0.3930385536,,,,,
23.16,0.312227761,0.3919623513,,,,,
23.18,0.3373297874,0.3877333236,,,,,
23.2,0.3772974293,0.3870972211,,,,,
23.22,0.3542024131,0.3999768708,,,,,
23.24,0.3157217136,0.432255757,,,,,
23.26,0.3695047566,0.4785500316,,,,,
23.28,0.3167607619,0.5292212607,,,,,
23.3,0.3731381789,0.5618091837,,,,,
23.32,0.244626557,0.5778311282,,,,,
23.34,1.342224487,0.5819259237,1167,23.344,632,wfdb_xqrs,ok
23.36,0.9470434513,0.57846037,,,,,
23.38,0.2724067202,0.5617880007,,,,,
23.4,0.3981790524,0.5300340799,,,,,
23.42,0.3288477773,0.4970051157,,,,,
23.44,0.3993897774,0.4743955646,,,,,
23.46,0.3784266103,0.4615571183,,,,,
23.48,0.4476614789,0.458321282,,,,,
23.5,0.47708681,0.4546187609,,,,,
23.52,0.5699256487,0.4438060431,,,,,
23.54,0.6822465611,0.4315943999,,,,,
23.56,0.7750684509,0.4230464003,,,,,
23.58,0.7631096243,0.4160784242,,,,,
23.6,0.6654723619,0.4094965612,,,,,
23.62,0.5242983081,0.4034984351,,,,,
23.64,0.4153625247,0.3995638741,,,,,
23.66,0.356495652,0.39486683,,,,,
23.68,0.3557308453,0.390605352,,,,,
23.7,0.3631181337,0.3871036761,,,,,
23.72,0.3850696825,0.3832244006,,,,,
23.74,0.3925247761,0.3831748155,,,,,
23.76,0.3922975887,0.385442232,,,,,
23.78,0.3818321069,0.38900649,,,,,
23.8,0.359034927,0.3858839739,,,,,
23.82,0.3784460374,0.3814501754,,,,,
23.84,0.4099920884,0.389064764,,,,,
23.86,0.3882322421,0.423747656,,,,,
23.88,0.3349428308,0.4810667397,,,,,
23.9,0.3927088354,0.5374209147,,,,,
23.92,0.3269342512,0.5769914763,,,,,
23.94,0.3956153575,0.594216502,,,,,
